entity,cusip,cik,date,tickercusip,nameOfIssuer,shares,value
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",17275R102,1748766,6/30/2020,CSCO,CISCO SYS INC,1512,71000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",22160N109,1748766,6/30/2020,CSGP,COSTAR GROUP INC,19,14000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",126349109,1558481,6/30/2020,CSGS,CSG SYSTEMS INTL INC,7415,307000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",141619106,1558481,6/30/2020,CSII,CARDIOVASCULAR SYSTEMS INC,7956,251000
"0001389059    BLB&amp;B Advisors, LLC
Name: entity, dtype: object",142339100,1389059,6/30/2020,CSL,CARLISLE COS INC,2634,315000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",126408103,1759803,6/30/2020,CSX,CSX CORP,7888,550000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",216831107,1748766,6/30/2020,CTB,COOPER TIRE & RUBR CO,4083,113000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",156700106,1537014,6/30/2020,CTL,CENTURYLINK INC,69841,701000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",148806102,1537014,6/30/2020,CTLT,CATALENT INC,9344,685000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",14174T107,1558481,6/30/2020,CTRE,CARETRUST REIT INC,21548,370000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",22052L104,1537014,6/30/2020,CTVA,CORTEVA INC,67564,1810000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",23204G100,1583751,6/30/2020,CUBI,CUSTOMERS BANCORP INC,211,3000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",222795502,1558481,6/30/2020,CUZ,COUSINS PROPERTIES INC,33126,988000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",126600105,1558481,6/30/2020,CVBF,CVB FINANCIAL CORP,30041,563000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",149568107,1558481,6/30/2020,CVCO,CAVCO INDUSTRIES INC,1857,358000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",128246105,1558481,6/30/2020,CVGW,CALAVO GROWERS INC,3773,237000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",126650100,1748766,6/30/2020,CVS,CVS HEALTH CORP,101,7000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",166764100,1748766,6/30/2020,CVX,CHEVRON CORP NEW,300,27000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",130788102,1645382,6/30/2020,CWT,CALIFORNIA WTR SVC GROUP,5968,285000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",21871N101,1558481,6/30/2020,CXW,CORECIVIC INC,26881,252000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",127686103,1558481,6/30/2020,CZR,CAESARS ENTERTAINMENT CORP,123194,1494000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",25746U109,1748766,6/30/2020,D,DOMINION ENERGY INC,314,26000
"0001731372    Kendall Capital Management
Name: entity, dtype: object",237266101,1731372,6/30/2020,DAR,Darling Ingredients Inc,14860,366000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",D18190898,1767045,6/30/2020,DB,DEUTSCHE BANK A G NAMEN AKT,4112,39000
"0001699622    ACCESS FINANCIAL SERVICES, INC.
Name: entity, dtype: object",233051200,1699622,6/30/2020,DBEF,DBX ETF TR,8799,266000
"0001513865    Autus Asset Management, LLC
Name: entity, dtype: object",257651109,1513865,6/30/2020,DCI,DONALDSON INC,39772,1850000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",253922108,1767045,3/31/2020,DCOM,DIME CMNTY BANCSHARES COM,36,0
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",26614N102,1537014,6/30/2020,DD,DUPONT DE NEMOURS INC,167790,8915000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",88554D205,1558481,6/30/2020,DDD,3D SYSTEMS CORP,26750,187000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",243537107,1645382,6/30/2020,DECK,DECKERS OUTDOOR CORP,2371,466000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",25960P109,1558481,6/30/2020,DEI,DOUGLAS EMMETT INC,37604,1153000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",97717W315,1645382,6/30/2020,DEM,WISDOMTREE TR,60546,2188000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",74834L100,1537014,6/30/2020,DGX,QUEST DIAGNOSTICS INC,40833,4654000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",254423106,1583751,6/30/2020,DIN,DINE BRANDS GLOBAL INC,30,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",254543101,1558481,6/30/2020,DIOD,DIODES INC,9824,498000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",254687106,1748766,6/30/2020,DIS,DISNEY WALT CO,826,92000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",253393102,1558481,6/30/2020,DKS,DICK S SPORTING GOODS INC,14354,592000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",256746108,1759803,6/30/2020,DLTR,DOLLAR TREE INC,2577,239000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",248019101,1558481,6/30/2020,DLX,DELUXE CORP,9523,224000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",67011P100,1558481,6/30/2020,DNOW,NOW INC,24649,213000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",260003108,1537014,6/30/2020,DOV,DOVER CORP,16661,1609000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",260557103,1537014,6/30/2020,DOW,DOW INC,67950,2770000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",25754A201,1537014,6/30/2020,DPZ,DOMINOS PIZZA INC,13078,4832000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",252784301,1558481,6/30/2020,DRH,DIAMONDROCK HOSPITALITY CO,45188,250000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",262037104,1558481,6/30/2020,DRQ,DRIL QUIP INC,8166,243000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",258622109,1722641,6/30/2020,DSL,DOUBLELINE INCOME SOLUTIONS FUND,275,4000
"0001085163    SIGMA INVESTMENT COUNSELORS
Name: entity, dtype: object",233331107,1085163,6/30/2020,DTE,DTE ENERGY CO,8444,908000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",26441C204,1748766,6/30/2020,DUK,DUKE ENERGY CORP NEW,78,6000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",25179M103,1537014,6/30/2020,DVN,DEVON ENERGY CORP NEW,143497,1627000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",33741L108,1694461,6/30/2020,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,419359,8567000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",97717W851,1269950,6/30/2020,DXJ,WISDOMTREE TR,6000,282000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",233377407,1722641,6/30/2020,DXPE,DXP ENTERPRISES INC NEW COM NEW,1900,38000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",285512109,1537014,6/30/2020,EA,ELECTRONIC ARTS INC,204851,27052000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",109641100,1558481,6/30/2020,EAT,BRINKER INTERNATIONAL INC,9910,238000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",29089Q105,1558481,6/30/2020,EBS,EMERGENT BIOSOLUTIONS INC,9976,789000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",292505104,1537014,12/31/2019,ECA,ENCANA CORP,26418,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",27875T101,1767045,6/30/2020,ECHO,ECHO GLOBAL LOGISTICS INC COM,271,6000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",278865100,1748766,6/30/2020,ECL,ECOLAB INC,47,9000
"0001694461    HARVEST GROUP WEALTH MANAGEMENT, LLC
Name: entity, dtype: object",19762B509,1694461,6/30/2020,ECON,COLUMBIA EMERGING MARKETS CONSUMER ETF,15,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",292554102,1558481,6/30/2020,ECPG,ENCORE CAPITAL GROUP INC,6317,216000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",209115104,1537014,6/30/2020,ED,CONSOLIDATED EDISON INC,64110,4612000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",283677854,1537014,6/30/2020,EE,EL PASO ELEC CO,219615,14715000
"0001625986    Gibraltar Capital Management, Inc.
Name: entity, dtype: object",464286533,1625986,6/30/2020,EEMV,ISHARES INC,16750,871000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",268948106,1558481,6/30/2020,EGBN,EAGLE BANCORP INC,7081,232000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",277276101,1558481,6/30/2020,EGP,EASTGROUP PROPERTIES INC,8780,1041000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",29261A100,1748766,6/30/2020,EHC,ENCOMPASS HEALTH CORP,88,5000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",28238P109,1558481,6/30/2020,EHTH,EHEALTH INC,4692,461000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",292218104,1558481,6/30/2020,EIG,EMPLOYERS HOLDINGS INC,7100,214000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",29272B105,1558481,6/30/2020,EIGI,ENDURANCE INTERNATIONAL GROU,18334,74000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",518439104,1537014,6/30/2020,EL,LAUDER ESTEE COS INC,6,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",131193104,1558481,6/30/2020,ELY,CALLAWAY GOLF COMPANY,20179,353000
"0001759803    Graves-Light Private Wealth Management, Inc.
Name: entity, dtype: object",277432100,1759803,6/30/2020,EMN,EASTMAN CHEM CO,4675,326000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",29250N105,1748766,6/30/2020,ENB,ENBRIDGE INC,820,25000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",G30401106,1269950,6/30/2020,ENDP,ENDO INTL PLC,35500,122000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",29275Y102,1558481,6/30/2020,ENS,ENERSYS,9549,615000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",29358P101,1558481,6/30/2020,ENSG,ENSIGN GROUP INC/THE,11478,480000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",29251M106,1722641,6/30/2020,ENTA,ENANTA PHARMACEUTICALS INC COM,431,22000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",29357K103,1583751,3/31/2020,ENVA,ENOVA INTL INC,69,1000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",29414B104,1537014,6/30/2020,EPAM,EPAM SYS INC,30800,7762000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",97717W422,1722641,6/30/2020,EPI,WISDOMTREE TR INDIA EARNINGS FD,323,6000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464286665,1722641,6/30/2020,EPP,ISHARES INC MSCI PACIFIC EX-JAPAN,166,7000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",26884U109,1558481,6/30/2020,EPR,EPR PROPERTIES,17736,588000
"0001698750    TFO-TDC, LLC
Name: entity, dtype: object",26885B100,1698750,3/31/2020,EQM,EQM Midstream Partners LP,379,4000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",26885G109,1558481,12/31/2019,ERA,ERA GROUP INC,13202,134000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",294821608,1537014,6/30/2020,ERIC,ERICSSON,226,2000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",30040W108,1537014,6/30/2020,ES,EVERSOURCE ENERGY,91589,7627000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",296315104,1558481,6/30/2020,ESE,ESCO TECHNOLOGIES INC,5866,496000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",M3760D101,1767045,6/30/2020,ESLT,ELBIT SYS LTD ORD,72,10000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",27828Y108,1722641,6/30/2020,ETV,EATON VANCE TAX MANAGED BUY WRITE,3585,51000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",30034W106,1558481,6/30/2020,EVRG,EVERGY INC,53087,3148000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",30040P103,1558481,6/30/2020,EVTC,EVERTEC INC,13813,388000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",27579R104,1558481,6/30/2020,EWBC,EAST WEST BANCORP INC,33922,1229000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",464286806,1269950,6/30/2020,EWG,ISHARES INC,20000,542000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78463X756,1722641,6/30/2020,EWX,SPDR S&P EMERGING MARKETS SMALL CAP ETF,542,22000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",30063P105,1537014,6/30/2020,EXAS,EXACT SCIENCES CORP,19,2000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",30161Q104,1537014,6/30/2020,EXEL,EXELIXIS INC,391238,9288000
"0001645382    MISSION WEALTH MANAGEMENT, LP
Name: entity, dtype: object",27829F108,1645382,6/30/2020,EXG,EATON VANCE TAX-MANAGED GLOB,27214,201000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",30214U102,1558481,6/30/2020,EXPO,EXPONENT INC,11698,947000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",30225T102,1537014,6/30/2020,EXR,EXTRA SPACE STORAGE INC,6788,627000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",30226D106,1558481,6/30/2020,EXTR,EXTREME NETWORKS INC,26748,116000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",302301106,1558481,6/30/2020,EZPW,EZCORP INC CL A,11884,75000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",345370860,1748766,6/30/2020,F,FORD MTR CO DEL,1365,8000
"0001631507    Leisure Capital Management
Name: entity, dtype: object",31847R102,1631507,6/30/2020,FAF,FIRST AMERN FINL CORP,12905,620000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",311642102,1558481,6/30/2020,FARO,FARO TECHNOLOGIES INC,3967,213000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",30303M102,1748766,6/30/2020,FB,FACEBOOK INC,49,11000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",318672706,1558481,6/30/2020,FBP,FIRST BANCORP PUERTO RICO,49060,274000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",319829107,1558481,6/30/2020,FCF,FIRST COMMONWEALTH FINL CORP,22190,184000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",33767D105,1558481,6/30/2020,FCFS,FIRSTCASH INC,9479,640000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",302941109,1558481,6/30/2020,FCN,FTI CONSULTING INC,8463,969000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",35086T109,1558481,6/30/2020,FCPT,FOUR CORNERS PROPERTY TRUST,15804,386000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",G36738105,1558481,3/31/2020,FDP,FRESH DEL MONTE PRODUCE INC,7337,203000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",337932107,1748766,6/30/2020,FE,FIRSTENERGY CORP,111,4000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",353514102,1558481,6/30/2020,FELE,FRANKLIN ELECTRIC CO INC,8901,467000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",320209109,1558481,6/30/2020,FFBC,FIRST FINANCIAL BANCORP,22230,309000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",32020R109,1558481,6/30/2020,FFIN,FIRST FINL BANKSHARES INC,28890,835000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",320517105,1558481,6/30/2020,FHN,FIRST HORIZON NATIONAL CORP,70301,700000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",314211103,1558481,6/30/2020,FII,FEDERATED HERMES INC,21682,514000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",31620M106,1537014,6/30/2020,FIS,FIDELITY NATL INFORMATION SV,54249,7275000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",33812L102,1558481,6/30/2020,FIT,FITBIT INC   A,50594,327000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",33829M101,1748766,6/30/2020,FIVE,FIVE BELOW INC,41,4000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",199908104,1558481,6/30/2020,FIX,COMFORT SYSTEMS USA INC,8264,337000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",635017106,1767045,6/30/2020,FIZ,NATIONAL BEVERAGE CORP COM,700,43000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",344849104,1558481,6/30/2020,FL,FOOT LOCKER INC,23601,688000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",343498101,1558481,6/30/2020,FLO,FLOWERS FOODS INC,45366,1014000
"0001748766    Brand Asset Management Group, Inc.
Name: entity, dtype: object",78469X107,1748766,6/30/2020,FLOW,SPX FLOW INC,2807,105000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",343412102,1558481,6/30/2020,FLR,FLUOR CORP,30056,363000
"0001598841    Advisors Preferred, LLC
Name: entity, dtype: object",78468R200,1598841,6/30/2020,FLRN,SPDR Bloomberg Barclays Investment Grade Floating,29330,894000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",339041105,1537014,6/30/2020,FLT,FLEETCOR TECHNOLOGIES INC,4113,1035000
"0000714364    OGOREK ANTHONY JOSEPH /NY/ /ADV
Name: entity, dtype: object",464286145,714364,6/30/2020,FM,FM,30,0
